7257601,U1969,C2165
7257601,U1969,C151
7257601,U92,C154
7257601,U116,C155
7257601,U385,C155
7257601,U13,C172
7257601,U13,C282
7257601,U184,C154
7257601,U105,C160
7257601,U159,C160
7257601,U179,C175
7257601,U112,C82
7257602,U230,C315
7257602,U254,C1655
7257602,U159,C160
7257602,U179,C175
7257603,U9034,C11141
7257603,U230,C315
7257603,U254,C1655
7257603,U13,C282
7257603,U13,C209
7257604,U9034,C11141
7257604,U4559,C148
7257604,U4559,C5248
7257604,U5823,C788
7257604,U202,C239
7257604,U202,C275
7257604,U124,C192
7257604,U254,C1655
7257604,U153,C207
7257604,U153,C239
7257604,U12,C210
7257604,U184,C154
7257604,U179,C161
7257604,U112,C177
7257604,U834,C2
7257605,U9034,C268
7257605,U9034,C11141
7257605,U5823,C788
7257605,U28,C15792
7257605,U124,C192
7257605,U124,C168
7257605,U3861,C4418
7257605,U385,C155
7257605,U13,C14
7257606,U275,C599
7257606,U275,C368
7257606,U1792,C301
7257606,U1792,C145
7257606,U1792,C310
7257606,U167,C225
7257606,U167,C226
7257606,U3239,C3620
7257606,U3239,C148
7257606,U3861,C4418
7257606,U13,C14
7257606,U112,C177
7257607,U462,C590
7257607,U429,C554
7257607,U1792,C301
7257607,U28,C15792
7257607,U7108,C8112
7257607,U101,C123
7257607,U116,C155
7257607,U385,C155
7257607,U179,C161
7257608,U4059,C192
7257608,U1792,C310
7257608,U5241,C10510
7257608,U5241,C148
7257608,U12,C174
7257608,U95,C154
7257608,U184,C154
7257608,U46,C49
7257609,U3569,C4031
7257609,U3569,C239
7257609,U130,C179
7257609,U130,C239
7257609,U4059,C192
7257609,U4059,C168
7257609,U120,C164
7257609,U120,C239
7257609,U5793,C6728
7257609,U5793,C239
7257609,U6555,C8509
7257609,U5514,C6324
7257609,U5514,C239
7257609,U438,C4605
7257609,U438,C564
7257609,U12,C221
7257609,U12,C842
7257609,U159,C160
7257609,U156,C175
7257609,U46,C49
7257610,U3714,C4215
7257610,U3714,C148
7257610,U438,C4605
7257610,U438,C564
7257610,U385,C155
7257610,U97,C116
7257610,U179,C175
7257611,U6555,C8509
7257611,U28,C15792
7257611,U116,C155
7257611,U385,C155
7257612,U5016,C5754
7257612,U5016,C4911
7257612,U13,C209
7257613,U9015,C11105
7257613,U60,C173
7257613,U60,C65
7257613,U156,C175
7257614,U467,C595
7257614,U9015,C11105
7257614,U1213,C1368
7257614,U842,C990
7257614,U52,C57
7257614,U4559,C148
7257614,U4559,C5248
7257614,U5016,C5754
7257614,U188,C239
7257614,U188,C256
7257614,U793,C934
7257614,U60,C108
7257614,U60,C153
7257614,U60,C65
7257614,U184,C154
7257614,U179,C175
7257615,U1213,C1368
7257615,U842,C990
7257615,U385,C155
7257615,U159,C160
7257615,U46,C49
7257616,U467,C595
7257616,U1213,C1368
7257616,U4059,C192
7257616,U1157,C1313
7257616,U3491,C148
7257616,U3491,C3932
7257616,U12,C415
7257616,U156,C161
7257617,U1213,C1368
7257617,U1213,C200
7257617,U4059,C192
7257617,U4059,C168
7257617,U695,C837
7257617,U116,C155
7257617,U385,C155
7257617,U13,C209
7257617,U12,C842
7257617,U12,C95
7257617,U12,C350
7257617,U156,C161
7257617,U97,C175
7257617,U179,C175
7257618,U120,C164
7257618,U120,C148
7257618,U695,C837
7257618,U48,C281
7257618,U159,C160
7257618,U67,C154
7257619,U190,C257
7257619,U140,C190
7257619,U4701,C5392
7257619,U4701,C239
7257619,U179,C175
7257620,U70,C122
7257620,U385,C155
7257620,U13,C14
7257620,U12,C13
7257620,U4148,C114
7257620,U4148,C116
7257621,U3060,C3403
7257621,U116,C155
7257621,U385,C155
7257621,U127,C155
7257621,U60,C173
7257621,U60,C65
7257621,U184,C154
7257621,U105,C160
7257621,U159,C160
7257621,U179,C132
7257621,U179,C116
7257621,U179,C175
7257622,U3922,C4498
7257622,U3060,C3403
7257622,U159,C160
7257623,U3922,C4498
7257623,U3060,C3403
7257623,U127,C155
7257623,U156,C161
7257624,U4559,C148
7257624,U4559,C5248
7257624,U3922,C4498
7257624,U3804,C4341
7257624,U3804,C248
7257624,U3060,C3403
7257624,U1372,C476
7257624,U1372,C301
7257624,U1372,C82
7257624,U1372,C83
7257624,U2859,C3172
7257624,U124,C192
7257624,U2956,C783
7257624,U66,C1
7257625,U1614,C783
7257625,U1614,C1694
7257625,U124,C192
7257625,U124,C168
7257625,U2956,C783
7257625,U4114,C1450
7257625,U385,C155
7257625,U184,C154
7257625,U66,C1
7257626,U6280,C75
7257626,U7550,C75
7257626,U74,C75
7257626,U8693,C10376
7257626,U8693,C148
7257626,U3604,C75
7257626,U4009,C75
7257626,U511,C644
7257626,U1372,C476
7257626,U1372,C83
7257626,U2956,C783
7257626,U189,C1450
7257626,U4114,C10974
7257626,U4114,C1450
7257626,U127,C155
7257626,U66,C1
7257627,U6280,C75
7257627,U7550,C75
7257627,U74,C75
7257627,U3604,C75
7257627,U4009,C75
7257627,U3433,C11802
7257627,U511,C644
7257627,U189,C1450
7257627,U4114,C1450
7257627,U116,C155
7257627,U385,C155
7257627,U127,C155
7257627,U13,C32
7257627,U12,C110
7257627,U95,C154
7257627,U66,C1
7257628,U6280,C75
7257628,U7550,C75
7257628,U74,C75
7257628,U4059,C192
7257628,U3604,C75
7257628,U4009,C75
7257628,U3433,C11802
7257628,U189,C1450
7257628,U4114,C10974
7257628,U4114,C1450
7257628,U13,C42
7257628,U94,C211
7257628,U94,C110
7257628,U12,C211
7257629,U3312,C239
7257629,U3312,C3708
7257629,U119,C9533
7257629,U119,C163
7257629,U119,C6998
7257629,U4059,C192
7257629,U4059,C168
7257629,U1155,C1310
7257629,U1155,C239
7257629,U4114,C1450
7257629,U13,C309
7257629,U13,C32
7257629,U13,C42
7257629,U12,C270
7257629,U12,C9743
7257629,U12,C364
7257629,U184,C154
7257629,U159,C160
7257629,U156,C175
7257630,U4059,C192
7257630,U1964,C2159
7257630,U4114,C10974
7257630,U4114,C1450
7257630,U385,C155
7257630,U13,C172
7257630,U13,C42
7257630,U179,C175
7257631,U1213,C1368
7257631,U1213,C200
7257631,U47,C50
7257631,U4059,C192
7257631,U4059,C168
7257631,U1655,C1829
7257631,U1655,C200
7257631,U2016,C2214
7257631,U8335,C97
7257631,U3244,C200
7257631,U3244,C9360
7257631,U116,C155
7257631,U385,C155
7257631,U13,C309
7257631,U60,C173
7257631,U95,C111
7257631,U184,C154
7257632,U2016,C2214
7257632,U8335,C97
7257632,U97,C161
7257633,U144,C195
7257633,U9034,C11141
7257633,U2016,C2214
7257633,U8335,C97
7257633,U13,C42
7257633,U12,C9160
7257633,U95,C154
7257633,U184,C154
7257633,U156,C175
7257633,U97,C116
7257634,U9034,C268
7257634,U9034,C11141
7257634,U4559,C148
7257634,U4559,C5248
7257634,U2016,C2214
7257634,U1047,C15808
7257634,U191,C258
7257634,U202,C239
7257634,U202,C275
7257634,U153,C207
7257634,U153,C239
7257634,U13,C172
7257634,U13,C14
7257634,U13,C309
7257634,U13,C282
7257634,U13,C42
7257634,U60,C108
7257634,U60,C153
7257634,U95,C154
7257634,U179,C175
7257635,U9034,C268
7257635,U9034,C11141
7257635,U679,C820
7257635,U1047,C15808
7257635,U3848,C4398
7257635,U194,C262
7257635,U385,C155
7257635,U13,C172
7257635,U13,C309
7257635,U13,C282
7257635,U103,C15310
7257635,U103,C125
7257635,U159,C160
7257636,U2015,C1778
7257636,U4059,C192
7257636,U1247,C15573
7257636,U3848,C4398
7257636,U167,C225
7257636,U167,C226
7257636,U194,C262
7257636,U13,C14
7257636,U60,C173
7257636,U12,C174
7257636,U12,C801
7257637,U4059,C192
7257637,U4059,C168
7257637,U632,C763
7257637,U3848,C4398
7257637,U116,C155
7257637,U385,C155
7257637,U97,C175
7257637,U179,C175
7257638,U3851,C4403
7257638,U2212,C788
7257638,U1247,C15573
7257638,U775,C918
7257638,U3239,C3620
7257638,U3239,C148
7257638,U5241,C10510
7257638,U5241,C148
7257638,U48,C51
7257638,U13,C42
7257638,U12,C213
7257638,U12,C957
7257638,U95,C154
7257638,U159,C160
7257638,U67,C154
7257639,U3569,C4031
7257639,U3569,C239
7257639,U130,C179
7257639,U130,C239
7257639,U2212,C788
7257639,U632,C763
7257639,U120,C164
7257639,U120,C239
7257639,U5793,C6728
7257639,U5793,C239
7257639,U775,C918
7257639,U5514,C6324
7257639,U5514,C239
7257639,U179,C175
7257640,U5958,C6818
7257640,U3851,C4403
7257640,U2212,C788
7257640,U3714,C4215
7257640,U3714,C148
7257640,U385,C155
7257640,U13,C309
7257640,U13,C42
7257640,U12,C943
7257640,U12,C13
7257640,U12,C801
7257641,U2015,C1778
7257641,U5958,C6818
7257641,U429,C767
7257641,U116,C155
7257641,U385,C155
7257641,U13,C309
7257641,U13,C209
7257641,U105,C160
7257641,U159,C160
7257641,U179,C175
7257642,U5958,C6818
7257642,U5016,C5754
7257642,U5016,C4911
7257642,U13,C309
7257642,U94,C186
7257642,U94,C110
7257642,U12,C13
7257642,U12,C801
7257642,U184,C154
7257642,U159,C160
7257642,U46,C154
7257643,U9015,C11105
7257643,U1247,C15573
7257643,U8246,C1815
7257643,U13,C309
7257643,U12,C814
7257643,U12,C451
7257643,U12,C13
7257644,U4559,C148
7257644,U4559,C5248
7257644,U1247,C15573
7257644,U2824,C4325
7257644,U124,C192
7257644,U2117,C2329
7257644,U729,C873
7257644,U5016,C5754
7257644,U188,C239
7257644,U188,C256
7257644,U8246,C1815
7257644,U13,C309
7257644,U184,C154
7257645,U372,C495
7257645,U372,C200
7257645,U8487,C10094
7257645,U1247,C15573
7257645,U599,C729
7257645,U2824,C4325
7257645,U124,C192
7257645,U124,C168
7257645,U729,C873
7257645,U8246,C1815
7257645,U13,C309
7257646,U180,C246
7257646,U1066,C11358
7257646,U8487,C150
7257646,U8487,C10094
7257646,U599,C729
7257646,U3491,C148
7257646,U3491,C3932
7257646,U8246,C1815
7257646,U13,C309
7257646,U13,C209
7257646,U60,C173
7257647,U2824,C4325
7257647,U2824,C13386
7257647,U9096,C11372
7257647,U13,C309
7257647,U1526,C1692
7257647,U95,C154
7257647,U86,C471
7257647,U86,C95
7257647,U66,C1
7257648,U87,C96
7257648,U99,C9434
7257648,U99,C11893
7257648,U4059,C192
7257648,U1880,C3637
7257648,U120,C164
7257648,U120,C148
7257648,U4094,C4719
7257648,U1372,C1531
7257648,U123,C120
7257648,U124,C192
7257648,U723,C103
7257648,U48,C171
7257648,U9096,C11372
7257648,U13,C309
7257648,U1526,C1692
7257648,U94,C110
7257648,U60,C108
7257648,U12,C104
7257648,U204,C111
7257648,U95,C112
7257648,U95,C128
7257648,U95,C101
7257648,U184,C154
7257648,U96,C113
7257648,U105,C113
7257648,U105,C130
7257648,U105,C160
7257648,U97,C114
7257648,U97,C85
7257648,U97,C116
7257648,U86,C471
7257648,U86,C95
7257648,U112,C144
7257648,U10009,C5490
7257648,U66,C1
7257648,U46,C154
7257649,U65,C70
7257649,U3627,C9975
7257649,U4059,C192
7257649,U4059,C168
7257649,U1727,C14578
7257649,U1372,C1531
7257649,U689,C4020
7257649,U4930,C120
7257649,U123,C4692
7257649,U123,C120
7257649,U124,C192
7257649,U124,C168
7257649,U4701,C5392
7257649,U4701,C239
7257649,U48,C171
7257649,U9096,C11372
7257649,U13,C309
7257649,U102,C124
7257649,U1448,C486
7257649,U103,C125
7257649,U117,C9595
7257649,U60,C157
7257649,U12,C281
7257649,U12,C451
7257649,U12,C13
7257649,U95,C112
7257649,U95,C128
7257649,U95,C101
7257649,U105,C129
7257649,U105,C130
7257649,U105,C160
7257649,U105,C131
7257649,U159,C160
7257649,U156,C175
7257649,U97,C132
7257649,U97,C114
7257649,U97,C115
7257649,U97,C85
7257649,U97,C116
7257649,U97,C161
7257649,U112,C145
7257649,U66,C1
7257650,U65,C70
7257650,U2028,C2227
7257650,U99,C9434
7257650,U99,C11893
7257650,U120,C164
7257650,U120,C148
7257650,U1727,C14578
7257650,U1372,C1531
7257650,U689,C4020
7257650,U4930,C120
7257650,U123,C4692
7257650,U123,C120
7257650,U723,C103
7257650,U385,C155
7257650,U13,C309
7257650,U1448,C486
7257650,U103,C125
7257650,U117,C9595
7257650,U60,C108
7257650,U60,C157
7257650,U95,C154
7257650,U105,C129
7257650,U105,C160
7257650,U105,C131
7257650,U156,C161
7257650,U97,C175
7257650,U97,C161
7257650,U179,C175
7257650,U112,C144
7257651,U65,C70
7257651,U4059,C168
7257651,U2636,C2914
7257651,U419,C543
7257651,U1372,C1531
7257651,U4930,C120
7257651,U4930,C137
7257651,U124,C192
7257651,U723,C103
7257651,U116,C155
7257651,U385,C155
7257651,U13,C209
7257651,U353,C602
7257651,U60,C173
7257651,U95,C154
7257651,U156,C161
7257651,U97,C175
7257651,U97,C161
7257651,U118,C162
7257651,U112,C144
7257651,U112,C82
7257651,U112,C145
7257652,U131,C180
7257652,U131,C151
7257652,U2028,C2227
7257652,U2636,C2914
7257652,U419,C543
7257652,U5754,C10939
7257652,U4930,C120
7257652,U123,C4692
7257652,U123,C120
7257652,U124,C192
7257652,U723,C103
7257652,U2355,C2601
7257652,U353,C602
7257652,U105,C160
7257652,U156,C161
7257652,U97,C161
7257652,U118,C162
7257653,U3804,C4341
7257653,U3804,C248
7257653,U124,C192
7257653,U124,C168
7257653,U94,C110
7257653,U12,C451
7257653,U12,C13
7257653,U184,C154
7257653,U105,C160
7257653,U156,C175
7257653,U156,C161
7257653,U97,C161
7257653,U112,C82
7257653,U10009,C5490
7257654,U3627,C9975
7257654,U4559,C148
7257654,U4559,C5248
7257654,U124,C192
7257654,U2355,C2601
7257654,U329,C440
7257654,U71,C74
7257654,U48,C51
7257654,U60,C108
7257654,U60,C153
7257654,U12,C1052
7257654,U12,C13
7257654,U156,C161
7257654,U97,C161
7257654,U179,C175
7257654,U112,C177
7257654,U112,C145
7257654,U10009,C5490
7257655,U1614,C783
7257655,U1614,C1694
7257655,U1880,C3637
7257655,U124,C192
7257655,U92,C153
7257655,U48,C51
7257655,U60,C153
7257655,U159,C160
7257655,U156,C161
7257655,U97,C161
7257655,U112,C177
7257655,U112,C146
7257655,U10009,C151
7257655,U10009,C135
7257655,U10009,C200
7257655,U10009,C5490
7257656,U2437,C144
7257656,U2437,C82
7257656,U2437,C145
7257656,U4059,C192
7257656,U8693,C10376
7257656,U8693,C148
7257656,U1942,C177
7257656,U1942,C310
7257656,U1942,C83
7257656,U1880,C3637
7257656,U9420,C12283
7257656,U60,C173
7257656,U156,C161
7257656,U97,C161
7257656,U112,C177
7257656,U112,C144
7257657,U2437,C82
7257657,U4059,C192
7257657,U4059,C168
7257657,U48,C171
7257657,U48,C104
7257657,U60,C65
7257657,U60,C157
7257657,U156,C161
7257657,U97,C175
7257657,U97,C161
7257657,U179,C175
7257657,U112,C144
7257657,U10009,C151
7257657,U10009,C5490
7257658,U99,C9434
7257658,U99,C11893
7257658,U1942,C177
7257658,U1942,C310
7257658,U1942,C83
7257658,U12,C108
7257658,U12,C1052
7257658,U12,C13
7257658,U159,C160
7257658,U156,C161
7257658,U97,C161
7257658,U112,C145
7257658,U10009,C200
7257658,U10009,C5490
7257658,U67,C154
7257659,U3312,C239
7257659,U3312,C3708
7257659,U7459,C8488
7257659,U124,C192
7257659,U1155,C1310
7257659,U1155,C239
7257659,U13,C309
7257659,U12,C451
7257659,U12,C13
7257659,U12,C353
7257659,U105,C160
7257659,U97,C161
7257659,U179,C175
7257660,U99,C11893
7257660,U7459,C8488
7257660,U5107,C5851
7257660,U385,C155
7257660,U13,C32
7257660,U12,C1052
7257660,U12,C13
7257660,U156,C161
7257660,U97,C161
7257660,U112,C144
7257661,U1969,C2165
7257661,U116,C155
7257661,U385,C155
7257661,U13,C309
7257661,U13,C32
7257661,U13,C209
7257661,U60,C173
7257661,U12,C886
